id,title,location,area,baths,beds,garages,house_type,cost,image,status,slug,owner_id,created_at
5439,Well Defined And Nice Living Space Of 800 Sq Ft Is Up For Sale In Adabor Close To Baitul Aman Housing Society Water Pamp,"Baitul Aman Housing Society, Adabor, Dhaka",800,3,3,1,sh,120000,image/5440.png,0,Well Defined And Nice Living Space Of 800 Sq Ft Is Up For Sale In Adabor Close To Baitul Aman Housing Society Water Pamp,35,2021-01-5 15:08:13.753592
5440,"Establish Your Peace In This Nice 800 Sq Ft Apartment For Sale At Baitul Aman Housing Society, Adabor","Baitul Aman Housing Society, Adabor, Dhaka",800,3,3,1,se,18500,image/5441.png,0,"Establish Your Peace In This Nice 800 Sq Ft Apartment For Sale At Baitul Aman Housing Society, Adabor",63,2021-01-5 15:08:13.753592
5441,Establish Your Peace In This Nice 2500 Sq Ft Apartment For Sale At Banani Close To Banani Police Station,"Banani, Dhaka","2,500",3,3,2,re,185000,image/5442.png,0,Establish Your Peace In This Nice 2500 Sq Ft Apartment For Sale At Banani Close To Banani Police Station,25,2021-21-15 15:08:13.753592
5442,"3 Katha Residential Plot For Sale At S. K. Mannan Road, Dattapara .","Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur","2,160",2,3,1,sh,450000,image/5443.png,1,"3 Katha Residential Plot For Sale At S. K. Mannan Road, Dattapara .",45,2022-01-15 12:08:13.753592
5443,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Modern Residential Attributes","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",2,3,2,se,4500000,image/5444.png,1,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Modern Residential Attributes",68,2021-01-15 15:08:13.753592
5444,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Amazing Dwelling Characteristics","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",2,3,3,re,12500,image/5445.png,0,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Amazing Dwelling Characteristics",5,2022-01-15 12:08:13.753592
5445,"Buy This 1350 Sq Ft Delightful Flat In Gazipur, Joydebpur","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,2,se,125000,image/5446.png,0,"Buy This 1350 Sq Ft Delightful Flat In Gazipur, Joydebpur",76,2021-01-5 15:08:13.753592
5446,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With A Serene Neighborhood","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",4,3,3,se,680000,image/5447.png,0,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With A Serene Neighborhood",31,2021-01-15 15:08:13.753592
5447,"Buy This 1350 Sq Ft Pleasant Flat In Gazipur, Joydebpur With Great Residential Features","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,0,re,6800000,image/5448.png,0,"Buy This 1350 Sq Ft Pleasant Flat In Gazipur, Joydebpur With Great Residential Features",100,2021-01-5 15:08:13.753592
5448,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Nicely Planned Rooms","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",4,4,3,sh,710000,image/5449.png,1,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Nicely Planned Rooms",80,2021-21-15 15:08:13.753592
5449,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Refreshing Balconies","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,0,se,7100000,image/5450.png,1,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Refreshing Balconies",70,2022-01-15 12:08:13.753592
5450,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur, With 3 Modern Bedrooms","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,2,sh,670000,image/5451.png,1,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur, With 3 Modern Bedrooms",62,2021-21-15 15:08:13.753592
5451,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Modern Dwelling Advantages","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,3,se,6700000,image/5452.png,0,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With Modern Dwelling Advantages",18,2021-01-5 15:08:13.753592
5452,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With A Nice Surrounding","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,1,re,880000,image/5453.png,0,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With A Nice Surrounding",56,2021-01-15 15:08:13.753592
5453,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur","Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,3,re,8800000,image/5454.png,0,"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur",22,2022-01-15 12:08:13.753592
5454,1350 Sq Ft Ready Flat For Sale In Gazipur With Updated Home Facilities,"Uttar Cyabithy, Joydebpur, Gazipur Sadar Upazila, Gazipur","1,350",3,3,2,se,720000,image/5455.png,0,1350 Sq Ft Ready Flat For Sale In Gazipur With Updated Home Facilities,9,2021-01-5 15:08:13.753592
5455,Buy This Elegant 1762 Square Feet Residential Apartment With 3 Bedrooms In Bashundhara R-a,"Block D, Bashundhara R-A, Dhaka","1,762",3,3,3,sh,7200000,image/5456.png,0,Buy This Elegant 1762 Square Feet Residential Apartment With 3 Bedrooms In Bashundhara R-a,82,2021-21-15 15:08:13.753592
5456,4 Katha Plot Is Ready For Sale In Bashundhara R-a,"Block L, Bashundhara R-A, Dhaka","2,880",3,3,1,sh,11000,image/5457.png,1,4 Katha Plot Is Ready For Sale In Bashundhara R-a,91,2021-21-15 15:08:13.753592
5457,10 Katha Residential Plot For Sale In Bashundhara R-a,"Bashundhara R-A, Dhaka","7,200",3,3,0,se,110000,image/5458.png,0,10 Katha Residential Plot For Sale In Bashundhara R-a,74,2021-01-5 15:08:13.753592
5458,Embrace This 5 Katha Plot Ready For Sale In Uttara-6,"Sector 6, Uttara, Dhaka","3,600",3,3,1,sh,775200,image/5459.png,1,Embrace This 5 Katha Plot Ready For Sale In Uttara-6,34,2021-21-15 15:08:13.753592
5459,5 Katha Plot Is Available For Sale In Bashundhara R-a,"Bashundhara R-A, Dhaka","3,600",3,3,3,re,7752000,image/5460.png,1,5 Katha Plot Is Available For Sale In Bashundhara R-a,37,2021-21-15 15:08:13.753592
5460,4 Katha Plot Is Up For Sale In Bashundhara R-a,"Block L, Bashundhara R-A, Dhaka","2,880",3,3,3,se,13500,image/5461.png,0,4 Katha Plot Is Up For Sale In Bashundhara R-a,42,2021-01-15 15:08:13.753592
5461,5 Katha Residential Plot For Sale In Bashundhara Residential Area,"Block G, Bashundhara R-A, Dhaka","3,600",8,7,2,se,135000,image/5462.png,1,5 Katha Residential Plot For Sale In Bashundhara Residential Area,36,2021-01-5 15:08:13.753592
5462,"Built With Modern Amenities, Check This 1100 Sq Ft Flat For Sale At Satarkul, Uttar Badda","Satarkul, Uttar Badda, Badda, Dhaka","1,100",3,3,2,sh,450000,image/5463.png,0,"Built With Modern Amenities, Check This 1100 Sq Ft Flat For Sale At Satarkul, Uttar Badda",54,2021-21-15 15:08:13.753592
5463,A Finely Built 1250 Sq Ft Flat Is Up For Sale In Middle Monipur,"Mirpur, Dhaka","1,250",3,3,3,sh,4500000,image/5464.png,1,A Finely Built 1250 Sq Ft Flat Is Up For Sale In Middle Monipur,39,2022-01-15 12:08:13.753592
5464,"Well Defined And Nice Living Space Of 1350 Sq Ft Is Up For Sale In Elephant Road, Hatirpool","Hatirpool, Dhaka","1,350",3,3,0,re,20000,image/5465.png,1,"Well Defined And Nice Living Space Of 1350 Sq Ft Is Up For Sale In Elephant Road, Hatirpool",93,2021-21-15 15:08:13.753592
5465,Well Defined And Nice Living Space Of 1260 Sq Ft Is Up For Sale In New Market,"New Market, Dhaka","1,260",3,3,3,re,200000,image/5466.png,0,Well Defined And Nice Living Space Of 1260 Sq Ft Is Up For Sale In New Market,86,2021-01-5 15:08:13.753592
5466,"Establish Your Peace In This Nice 1260 Sq Ft Apartment For Sale At Laboratory Road, New Market","New Market, Dhaka","1,260",3,3,0,sh,950000,image/5467.png,0,"Establish Your Peace In This Nice 1260 Sq Ft Apartment For Sale At Laboratory Road, New Market",26,2021-01-5 15:08:13.753592
5467,"To Secure Your Better State Of Living, Consider Buying This 2350 Sq Ft Apartment In Uttara, Sector 3","Sector 3, Uttara, Dhaka","2,350",3,3,1,sh,9500000,image/5468.png,1,"To Secure Your Better State Of Living, Consider Buying This 2350 Sq Ft Apartment In Uttara, Sector 3",4,2021-01-5 15:08:13.753592
5468,Grab A 1050 Sq Ft Flat For Sale At Uttar Badda,"Satarkul, Uttar Badda, Badda, Dhaka","1,050",3,3,1,re,785000,image/5469.png,1,Grab A 1050 Sq Ft Flat For Sale At Uttar Badda,94,2021-01-5 15:08:13.753592
5469,"A 500 Square Feet Residential Apartment For Sale At Falguni Housing Society, Nabinagar .","Nabinagar, Ashulia, Savar, Dhaka",500,3,3,2,re,7850000,image/5470.png,0,"A 500 Square Feet Residential Apartment For Sale At Falguni Housing Society, Nabinagar .",39,2021-01-15 15:08:13.753592
5470,Take A Look At This 6 Katha Residential Plot For Sale At Dhaka - Mymensingh Highway.,Gazipur,"4,320",3,3,1,sh,767500,image/5471.png,1,Take A Look At This 6 Katha Residential Plot For Sale At Dhaka - Mymensingh Highway.,61,2021-21-15 15:08:13.753592
5471,Grab This 10 Katha Plot Up For Sale At ajandrapur Chowrasta - Bhawal Mirzapur Road.,"Bhawal Mirzapur, Gazipur Sadar Upazila, Gazipur","7,200",3,3,0,sh,7675000,image/5472.png,1,Grab This 10 Katha Plot Up For Sale At ajandrapur Chowrasta - Bhawal Mirzapur Road.,85,2022-01-15 12:08:13.753592
5472,"3 Katha Residential Plot Is Up For Sale in Gorat, Ashulia","Navana Village, Gorat, Ashulia, Savar, Dhaka","2,160",2,3,0,re,10400,image/5473.png,0,"3 Katha Residential Plot Is Up For Sale in Gorat, Ashulia",34,2021-01-5 15:08:13.753592
5473,In An Urban Location This 3 Bedroom Home Is Vacant For Sale In Bijoy Nagar Road.,"Bijoy Nagar, Purana Paltan, Motijheel, Dhaka","1,075",2,3,0,sh,104000,image/5474.png,0,In An Urban Location This 3 Bedroom Home Is Vacant For Sale In Bijoy Nagar Road.,15,2021-01-15 15:08:13.753592
5474,Check This Cozy And Nice 1470 Sq Ft Flat Just What You Are Looking For In A Home At North Bagichagaon Is Up To Sale,"Bagichagaon, Cumilla","1,470",2,3,3,re,30000,image/5475.png,1,Check This Cozy And Nice 1470 Sq Ft Flat Just What You Are Looking For In A Home At North Bagichagaon Is Up To Sale,52,2022-01-15 12:08:13.753592
5475,"With An Availability Of Essential Civic Needs, This 2 Bedroom Apartment At Dogair Near Masjid-E-Noor Is Promising You A Refined Form Of Lifestyle.","Dogair, Demra, Dhaka",650,2,3,2,se,300000,image/5476.png,0,"With An Availability Of Essential Civic Needs, This 2 Bedroom Apartment At Dogair Near Masjid-E-Noor Is Promising You A Refined Form Of Lifestyle.",47,2021-21-15 15:08:13.753592
5476,1550 Sq Ft Ready Flat For Sale In Bashundhara Residential Area,"Block I, Bashundhara R-A, Dhaka","1,550",3,3,0,sh,11000,image/5477.png,0,1550 Sq Ft Ready Flat For Sale In Bashundhara Residential Area,86,2022-01-15 12:08:13.753592
5477,"Grab This 1550 Sq Ft Ready Flat For Sale In The Ice Locality Of Bashundhara R-a, Block I","Block I, Bashundhara R-A, Dhaka","1,550",2,3,0,sh,110000,image/5478.png,1,"Grab This 1550 Sq Ft Ready Flat For Sale In The Ice Locality Of Bashundhara R-a, Block I",86,2022-01-15 12:08:13.753592
5478,"1550 Sq Ft Ready Flat For Sale In Bashundhara R-a, Block I","Block I, Bashundhara R-A, Dhaka","1,550",2,3,2,sh,18000,image/5479.png,0,"1550 Sq Ft Ready Flat For Sale In Bashundhara R-a, Block I",93,2022-01-15 12:08:13.753592
5479,Offering You 1275 Sq Ft Nice Apartment For Sale In Turag,"Turag, Dhaka","1,275",2,3,0,re,180000,image/5480.png,1,Offering You 1275 Sq Ft Nice Apartment For Sale In Turag,14,2021-01-5 15:08:13.753592
5480,"View This 1320 Sq Ft Flat For Sale In Mirpur, Ahmed Nagr, Paikpara","Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,320",2,2,1,se,653100,image/5481.png,0,"View This 1320 Sq Ft Flat For Sale In Mirpur, Ahmed Nagr, Paikpara",45,2022-01-15 12:08:13.753592
5481,"With An Availability Of Essential Civic Needs, This Apartment At Middle Faydabad Is Promising You A Refined Form Of Lifestyle.","Faydabad, Dakshin Khan, Dhaka","1,400",3,3,2,re,6531000,image/5482.png,0,"With An Availability Of Essential Civic Needs, This Apartment At Middle Faydabad Is Promising You A Refined Form Of Lifestyle.",78,2021-01-5 15:08:13.753592
5482,"Be Settled In This Nice Residence Of 1510 Sq Ft, Is Up For Sale In Rupnagar R/a","Rupnagar R/A, Mirpur, Dhaka","1,510",4,3,0,re,520000,image/5483.png,0,"Be Settled In This Nice Residence Of 1510 Sq Ft, Is Up For Sale In Rupnagar R/a",43,2021-01-5 15:08:13.753592
5483,Grab This 1265 Square Feet Apartment For Sale In Mirpur,"Paikpara, Mirpur, Dhaka","1,265",3,3,1,se,5200000,image/5484.png,1,Grab This 1265 Square Feet Apartment For Sale In Mirpur,68,2021-01-5 15:08:13.753592
5484,Celebrate Life Each Day In Your New Apartment Of 1232 Sq Ft With Your Beloved Family,"Paikpara, Mirpur, Dhaka","1,232",3,3,2,re,620000,image/5485.png,1,Celebrate Life Each Day In Your New Apartment Of 1232 Sq Ft With Your Beloved Family,11,2021-01-5 15:08:13.753592
5485,A well-constructed 1200 SQ FT flat is for sale in Bayazid,"Ali Nagar, Bayazid, Chattogram","1,200",3,2,2,se,6200000,image/5486.png,0,A well-constructed 1200 SQ FT flat is for sale in Bayazid,3,2021-01-5 15:08:13.753592
5486,Plan to move in this 1250 SQ FT flat which is up for sale in Mohammadpur,"Block D, Chandrima Model Town, Mohammadpur, Dhaka","1,250",2,2,2,sh,25000,image/5487.png,0,Plan to move in this 1250 SQ FT flat which is up for sale in Mohammadpur,50,2021-21-15 15:08:13.753592
5487,Worthy 1495 Sq Ft Residence Is For Sale At Bashundhara R-A,"Block H, Bashundhara R-A, Dhaka","1,495",2,3,2,sh,250000,image/5488.png,0,Worthy 1495 Sq Ft Residence Is For Sale At Bashundhara R-A,46,2021-01-15 15:08:13.753592
5488,"Comfy Home Is Vacant For Sale Now In Subid Bazar, Featuring 1750 Sq Ft Space","Subid Bazar, Sylhet","1,750",3,3,1,sh,520000,image/5489.png,0,"Comfy Home Is Vacant For Sale Now In Subid Bazar, Featuring 1750 Sq Ft Space",53,2021-21-15 15:08:13.753592
5489,Covering 875 Sq Ft Space A Nice Flat Is Ready To Sale In Subid Bazar,"Subid Bazar, Sylhet",875,3,3,2,re,5200000,image/5490.png,0,Covering 875 Sq Ft Space A Nice Flat Is Ready To Sale In Subid Bazar,17,2022-01-15 12:08:13.753592
5490,This 1695 Sq Ft Well Defined Flat Is Now Vacant To Sale In Kazir Dewri,"Chatteshwari Road, Kazir Dewri, Chattogram","1,695",2,2,2,sh,380000,image/5491.png,0,This 1695 Sq Ft Well Defined Flat Is Now Vacant To Sale In Kazir Dewri,44,2021-21-15 15:08:13.753592
5491,See This 875 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,"Subid Bazar, Sylhet",875,5,4,2,sh,3800000,image/5492.png,1,See This 875 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,74,2021-01-5 15:08:13.753592
5492,Very Well Designed 2100 Sq Ft Residential Flat Is There For Sale At Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",3,3,2,re,11399,image/5493.png,1,Very Well Designed 2100 Sq Ft Residential Flat Is There For Sale At Hemayetpur,5,2022-01-15 12:08:13.753592
5493,Get This Well Defined 2100 Sq Ft Flat For Sale In Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",2,2,3,se,113999,image/5494.png,0,Get This Well Defined 2100 Sq Ft Flat For Sale In Hemayetpur,30,2021-21-15 15:08:13.753592
5494,This 2100 Sq Ft Well Defined Flat Is Now Ready To Sale In Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",2,2,0,sh,11500,image/5495.png,1,This 2100 Sq Ft Well Defined Flat Is Now Ready To Sale In Hemayetpur,93,2021-21-15 15:08:13.753592
5495,A 2100 Sq Ft Nice And Comfortable Flat Is Up For Sale In Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",2,3,2,se,114999,image/5496.png,1,A 2100 Sq Ft Nice And Comfortable Flat Is Up For Sale In Hemayetpur,44,2021-01-5 15:08:13.753592
5496,Amazing 2100 Sq Ft Apartment Is Up For Sale At Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",6,7,3,re,12500,image/5497.png,1,Amazing 2100 Sq Ft Apartment Is Up For Sale At Hemayetpur,88,2022-01-15 12:08:13.753592
5497,"In The Amazing Location Of Hemayetpur, This 2100 Sq Ft Flat Is Waiting For Sale","Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",2,2,3,se,125000,image/5498.png,1,"In The Amazing Location Of Hemayetpur, This 2100 Sq Ft Flat Is Waiting For Sale",40,2021-21-15 15:08:13.753592
5498,Properly Designed This Apartment Is Now Up For Sale,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",3,3,2,sh,420000,image/5499.png,1,Properly Designed This Apartment Is Now Up For Sale,16,2021-01-5 15:08:13.753592
5499,Sophisticated Style! This Flat For Sale In Hemayetpur Is All About It,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",3,3,0,se,4200000,image/5500.png,1,Sophisticated Style! This Flat For Sale In Hemayetpur Is All About It,11,2021-01-15 15:08:13.753592
5500,2100 Sq. Ft Apartment Tailored To Your Highest Standards At Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",3,3,3,sh,905000,image/5501.png,0,2100 Sq. Ft Apartment Tailored To Your Highest Standards At Hemayetpur,59,2022-01-15 12:08:13.753592
5501,Your Desirable Cozy Flat Of 2100 Sq Ft Is Available For Sale In Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",4,4,0,sh,9050000,image/5502.png,1,Your Desirable Cozy Flat Of 2100 Sq Ft Is Available For Sale In Hemayetpur,26,2021-21-15 15:08:13.753592
5502,Grab A 2100 Sq Ft Residence For Sale At Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",10,20,3,re,480000,image/5503.png,0,Grab A 2100 Sq Ft Residence For Sale At Hemayetpur,74,2021-01-5 15:08:13.753592
5503,This Very New Nice Flat Of 2100 Sq Ft Is Up For Sale In Hemayetpur,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",2,3,0,re,4800000,image/5504.png,1,This Very New Nice Flat Of 2100 Sq Ft Is Up For Sale In Hemayetpur,55,2021-01-15 15:08:13.753592
5504,A Convenient 1150 Sq Ft Residential Flat Is Prepared To Be Sold At Radio Colony,"Radio Colony, Savar, Dhaka","1,150",3,3,1,se,800000,image/5505.png,0,A Convenient 1150 Sq Ft Residential Flat Is Prepared To Be Sold At Radio Colony,17,2021-01-5 15:08:13.753592
5505,4 Bedroom Nice Flat In Alom Nogor Is Now For Sale.,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","2,100",4,4,0,se,8000000,image/5506.png,0,4 Bedroom Nice Flat In Alom Nogor Is Now For Sale.,73,2021-21-15 15:08:13.753592
5506,At Hemayetpur Next To Alam Nagar Central Jame Mosque This 1400 Sq. Ft Residential Apartment For Sale,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka","1,400",3,3,0,sh,620000,image/5507.png,0,At Hemayetpur Next To Alam Nagar Central Jame Mosque This 1400 Sq. Ft Residential Apartment For Sale,98,2021-01-5 15:08:13.753592
5507,1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,"Mirpur, Dhaka","1,332",4,4,0,sh,6200000,image/5508.png,1,1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,27,2021-01-15 15:08:13.753592
5508,"A 1310 Sq Ft Residential Apartment For Sale At Tolarbag, Mirpur-1","Section 1, Mirpur, Dhaka","1,310",4,3,0,sh,913000,image/5509.png,1,"A 1310 Sq Ft Residential Apartment For Sale At Tolarbag, Mirpur-1",87,2021-01-5 15:08:13.753592
5509,Take A Look At This 1300 Sq Ft Flat Which Is Up For Sale In Halishahar Housing Estate,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,300",3,3,3,re,9130000,image/5510.png,1,Take A Look At This 1300 Sq Ft Flat Which Is Up For Sale In Halishahar Housing Estate,11,2021-21-15 15:08:13.753592
5510,Take A Look At This 1250 Sq Ft Flat Which Is Up For Sale In Middle Monipur,"Mirpur, Dhaka","1,250",2,3,3,sh,470000,image/5511.png,1,Take A Look At This 1250 Sq Ft Flat Which Is Up For Sale In Middle Monipur,20,2021-21-15 15:08:13.753592
5511,Well Designed 1300 Sq Ft Residential Flat Is There For Sale At Halishahar Housing Estate,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,300",3,3,1,se,4700000,image/5512.png,0,Well Designed 1300 Sq Ft Residential Flat Is There For Sale At Halishahar Housing Estate,55,2021-01-5 15:08:13.753592
5512,Well Designed 1250 Sq Ft Residential Flat Is There For Sale At Middle Monipur,"Mirpur, Dhaka","1,250",4,3,3,re,485000,image/5513.png,1,Well Designed 1250 Sq Ft Residential Flat Is There For Sale At Middle Monipur,41,2022-01-15 12:08:13.753592
5513,"In South Jatra Bari, This 1351 Sq Ft Well Featured Residence Is Waiting For Sale","South Jatra Bari, Jatra Bari, Dhaka","1,351",4,3,0,se,4850000,image/5514.png,1,"In South Jatra Bari, This 1351 Sq Ft Well Featured Residence Is Waiting For Sale",71,2021-01-5 15:08:13.753592
5514,"In Halishahar Housing Estate, This 1500 Sq Ft Well Featured Residence Is Waiting For Sale","Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,500",3,3,1,sh,12000,image/5515.png,1,"In Halishahar Housing Estate, This 1500 Sq Ft Well Featured Residence Is Waiting For Sale",70,2021-01-5 15:08:13.753592
5515,1500 Sq Ft Apartment For Sale In Halishahar Housing Estate,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,500",1,2,0,sh,120000,image/5516.png,0,1500 Sq Ft Apartment For Sale In Halishahar Housing Estate,79,2021-21-15 15:08:13.753592
5516,A Well Defined Flat Of 1300 Sq Ft In Halishahar Housing Estate Is Available For Sale,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,300",4,4,0,re,913000,image/5517.png,0,A Well Defined Flat Of 1300 Sq Ft In Halishahar Housing Estate Is Available For Sale,47,2021-01-5 15:08:13.753592
5517,"This 1300 Sq Ft Apartment Comes With Peaceful Living In 26 No. North Halishahar Ward, For Sale","Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,300",2,3,2,se,9130000,image/5518.png,0,"This 1300 Sq Ft Apartment Comes With Peaceful Living In 26 No. North Halishahar Ward, For Sale",12,2021-01-5 15:08:13.753592
5518,Residential Apartment Of 1500 Sq Ft Is On Sale In Halishahar Housing Estate,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram","1,500",2,3,0,se,550000,image/5519.png,1,Residential Apartment Of 1500 Sq Ft Is On Sale In Halishahar Housing Estate,73,2021-21-15 15:08:13.753592
5519,Get Ready For Your Countless Peaceful Days By Selling This 2250 Sq Ft Flat At Dhanmondi Close To Junior Laboratory High School,"Dhanmondi, Dhaka","2,250",3,3,3,se,5500000,image/5520.png,1,Get Ready For Your Countless Peaceful Days By Selling This 2250 Sq Ft Flat At Dhanmondi Close To Junior Laboratory High School,94,2021-21-15 15:08:13.753592
5520,"Well Defined And Nice Living Space Of 995 Sq Ft Is Up For Sale In Tali Office Road, Hazaribag","Tali office Road, Hazaribag, Dhaka",995,3,3,0,sh,520000,image/5521.png,1,"Well Defined And Nice Living Space Of 995 Sq Ft Is Up For Sale In Tali Office Road, Hazaribag",32,2022-01-15 12:08:13.753592
5521,Establish Your Peace In This Nice 1000 Sq Ft Apartment For Sale At West Shewrapara,"Mirpur, Dhaka","1,000",3,3,0,se,5200000,image/5522.png,0,Establish Your Peace In This Nice 1000 Sq Ft Apartment For Sale At West Shewrapara,45,2021-21-15 15:08:13.753592
5522,"In Mirpur Dohs, This 2400 Sq Ft Well Featured Residence Is Waiting For Sale","Avenue 1, Mirpur DOHS, Mirpur, Dhaka","2,400",3,3,3,re,570000,image/5523.png,1,"In Mirpur Dohs, This 2400 Sq Ft Well Featured Residence Is Waiting For Sale",5,2021-01-5 15:08:13.753592
5523,"Have A Look At This 3.5 Katha Residential Plot Which Is Up For Sale Located At East Vatara, Badda","Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka","2,520",3,3,0,sh,5700000,image/5524.png,1,"Have A Look At This 3.5 Katha Residential Plot Which Is Up For Sale Located At East Vatara, Badda",67,2021-01-5 15:08:13.753592
5524,At West Madartek A 1293 Square Feet Residential Apartment For Sale,"Madartek, Bashabo, Dhaka","1,293",4,3,3,re,11000,image/5525.png,0,At West Madartek A 1293 Square Feet Residential Apartment For Sale,88,2021-01-5 15:08:13.753592
5525,Plan to move in this 1860 SQ FT flat which is up for sale in Bashundhara R-A,"Block H, Bashundhara R-A, Dhaka","1,860",8,7,1,re,110000,image/5526.png,0,Plan to move in this 1860 SQ FT flat which is up for sale in Bashundhara R-A,53,2022-01-15 12:08:13.753592
5526,"Choose Your Destination, 1605 Sq Ft Flat Which Is Available For Sale In Uttara Near To Aarong","Sector 4, Uttara, Dhaka","1,605",4,4,2,sh,22000,image/5527.png,1,"Choose Your Destination, 1605 Sq Ft Flat Which Is Available For Sale In Uttara Near To Aarong",100,2021-21-15 15:08:13.753592
5527,"With An Availability Of Essential Civic Needs, This 1800 Sq. Ft Apartment At Chamilibag Is Promising You A Refined Form Of Lifestyle.","Shantinagar, Dhaka","1,800",3,3,3,re,220000,image/5528.png,0,"With An Availability Of Essential Civic Needs, This 1800 Sq. Ft Apartment At Chamilibag Is Promising You A Refined Form Of Lifestyle.",34,2022-01-15 12:08:13.753592
5528,"A 2200 Sq Ft Residential Apartment Is Up For Sale At Block J, Bashundhara R-a","Block J, Bashundhara R-A, Dhaka","2,200",3,3,0,se,12000,image/5529.png,1,"A 2200 Sq Ft Residential Apartment Is Up For Sale At Block J, Bashundhara R-a",78,2021-21-15 15:08:13.753592
5529,"See This 1300 Sq Ft Apartment For Sale Is All Set For You In Taltola, Agargaon","Taltola, Agargaon, Dhaka","1,300",5,5,1,se,120000,image/5530.png,0,"See This 1300 Sq Ft Apartment For Sale Is All Set For You In Taltola, Agargaon",45,2021-21-15 15:08:13.753592
